pl_name,hostname,tic_id,gaia_id,discoverymethod,disc_year,disc_locale,st_temp,st_log_luminosity_sun,st_log_temp
HD 31253 b,HD 31253,TIC 436700755,Gaia DR2 3295354481521174656,Radial Velocity,2010,Ground,5960,0.517,1.003580414
HD 74156 c,HD 74156,TIC 379949822,Gaia DR2 582221750852254080,Radial Velocity,2003,Ground,5960,0.482,1.003580414
HAT-P-53 b,HAT-P-53,TIC 189380158,Gaia DR2 323386882492982144,Transit,2015,Ground,5956,0.217,1.003502906
HD 68402 b,HD 68402,TIC 272546396,Gaia DR2 5214002100193281920,Radial Velocity,2016,Ground,5950,0.068,1.003386545
HD 89307 b,HD 89307,TIC 61125572,Gaia DR2 3886688327612984704,Radial Velocity,2009,Ground,5950,0.09,1.003386545
KELT-10 b,KELT-10,TIC 269217040,Gaia DR2 6710517793025165696,Transit,2016,Ground,5948,0.217,1.003347732
TOI-1601 b,TOI-1601,TIC 139375960,Gaia DR2 338382713564401920,Transit,2021,Space,5948,0.732,1.003347732
HATS-30 b,HATS-30,TIC 281459670,Gaia DR2 4906145613282734208,Transit,2016,Ground,5943,0.097,1.003250642
HD 86081 b,HD 86081,TIC 62760824,Gaia DR2 3823126385045210880,Radial Velocity,2006,Ground,5939,0.38,1.003172912
HD 82943 b,HD 82943,TIC 405485269,Gaia DR2 5691782130578684544,Radial Velocity,2003,Ground,5935,0.194,1.003095129
HD 82943 c,HD 82943,TIC 405485269,Gaia DR2 5691782130578684544,Radial Velocity,2003,Ground,5935,0.194,1.003095129
Kepler-7 b,Kepler-7,TIC 121660904,Gaia DR2 2102117871259036672,Transit,2009,Space,5933,0.618,1.003056218
HD 72659 b,HD 72659,TIC 121284864,Gaia DR2 3073443760538892032,Radial Velocity,2002,Ground,5926,0.336,1.002919925
TOI-559 b,TOI-559,TIC 209459275,Gaia DR2 5057924844082070016,Transit,2021,Space,5925,0.227,1.002900442
HD 141937 b,HD 141937,TIC 437430894,Gaia DR2 6248534171318085376,Radial Velocity,2002,Ground,5925,0.068,1.002900442
HD 164509 b,HD 164509,TIC 382764222,Gaia DR2 4275421969292868224,Radial Velocity,2010,Ground,5922,0.061,1.002841972
HD 220689 b,HD 220689,TIC 9156146,Gaia DR2 2391838429257482496,Radial Velocity,2012,Ground,5921,0.093,1.002822475
HD 196050 b,HD 196050,TIC 351534793,Gaia DR2 6454954010413575296,Radial Velocity,2002,Ground,5918,0.26,1.002763965
Kepler-34 b,Kepler-34,TIC 272369124,Gaia DR2 2079692678777827712,Transit,2011,Space,5913,0.173,1.002666383
Kepler-36 b,Kepler-36,TIC 350810590,Gaia DR2 2129931456691176576,Transit,2012,Space,5911,0.462,1.002627328
Kepler-36 c,Kepler-36,TIC 350810590,Gaia DR2 2129931456691176576,Transit,2012,Space,5911,0.462,1.002627328
WASP-68 b,WASP-68,TIC 71841620,Gaia DR2 6860535606196306304,Transit,2014,Ground,5911,0.505,1.002627328
HD 10180 c,HD 10180,TIC 231836962,Gaia DR2 4716158250340258944,Radial Velocity,2010,Ground,5911,0.173,1.002627328
HD 10180 d,HD 10180,TIC 231836962,Gaia DR2 4716158250340258944,Radial Velocity,2010,Ground,5911,0.173,1.002627328
HD 10180 e,HD 10180,TIC 231836962,Gaia DR2 4716158250340258944,Radial Velocity,2010,Ground,5911,0.173,1.002627328
HD 10180 f,HD 10180,TIC 231836962,Gaia DR2 4716158250340258944,Radial Velocity,2010,Ground,5911,0.173,1.002627328
HD 10180 g,HD 10180,TIC 231836962,Gaia DR2 4716158250340258944,Radial Velocity,2010,Ground,5911,0.173,1.002627328
HD 10180 h,HD 10180,TIC 231836962,Gaia DR2 4716158250340258944,Radial Velocity,2010,Ground,5911,0.173,1.002627328
Kepler-1638 b,Kepler-1638,TIC 27529656,Gaia DR2 2134726877877965568,Transit,2016,Space,5906,-0.114,1.00252963
HAT-P-23 b,HAT-P-23,TIC 305243225,Gaia DR2 1808938730710633984,Transit,2010,Ground,5905,0.199,1.00251008
Kepler-33 b,Kepler-33,TIC 158935283,Gaia DR2 2127355923723254272,Transit,2011,Space,5904,0.556,1.002490528
Kepler-33 c,Kepler-33,TIC 158935283,Gaia DR2 2127355923723254272,Transit,2011,Space,5904,0.556,1.002490528
Kepler-33 d,Kepler-33,TIC 158935283,Gaia DR2 2127355923723254272,Transit,2011,Space,5904,0.556,1.002490528
Kepler-33 e,Kepler-33,TIC 158935283,Gaia DR2 2127355923723254272,Transit,2011,Space,5904,0.556,1.002490528
Kepler-33 f,Kepler-33,TIC 158935283,Gaia DR2 2127355923723254272,Transit,2011,Space,5904,0.556,1.002490528
HD 109749 b,HD 109749,TIC 144289338,Gaia DR2 6147000074988843264,Radial Velocity,2005,Ground,5903,0.22,1.002470972
HD 156411 b,HD 156411,TIC 412409409,Gaia DR2 5950535424666050304,Radial Velocity,2009,Ground,5900,0.731,1.002412284
KELT-23 A b,KELT-23 A,TIC 458478250,Gaia DR2 1644692064543192704,Transit,2019,Ground,5899,0.034,1.002392714
HD 31527 b,HD 31527,TIC 146322354,Gaia DR2 2972622770521857664,Radial Velocity,2019,Ground,5898,0.079,1.002373142
HD 31527 c,HD 31527,TIC 146322354,Gaia DR2 2972622770521857664,Radial Velocity,2019,Ground,5898,0.079,1.002373142
HD 31527 d,HD 31527,TIC 146322354,Gaia DR2 2972622770521857664,Radial Velocity,2019,Ground,5898,0.079,1.002373142
HD 224693 b,HD 224693,TIC 114807081,Gaia DR2 2340155679036275200,Radial Velocity,2006,Ground,5894,0.61,1.002294818
HD 219828 b,HD 219828,TIC 243085377,Gaia DR2 2824958015312906240,Radial Velocity,2007,Ground,5891,0.489,1.00223604
HD 219828 c,HD 219828,TIC 243085377,Gaia DR2 2824958015312906240,Radial Velocity,2016,Ground,5891,0.489,1.00223604
TOI-1298 b,TOI-1298,TIC 237104103,Gaia DR2 1647136729864424576,Transit,2021,Space,5889,0.334,1.002196838
K2-232 b,K2-232,TIC 68577662,Gaia DR2 3406687485600728192,Transit,2018,Space,5888,0.216,1.002177232
HD 131664 b,HD 131664,TIC 402802683,Gaia DR2 5793748639924547968,Radial Velocity,2008,Ground,5886,0.164,1.002138011
HD 147513 b,HD 147513,TIC 350673608,Gaia DR2 6018047019138644480,Radial Velocity,2003,Ground,5883,-0.01,1.002079153
HATS-10 b,HATS-10,TIC 126325985,Gaia DR2 6771939433131924096,Transit,2015,Ground,5880,0.117,1.002020265
TOI-169 b,TOI-169,TIC 183120439,Gaia DR2 4684513614202233728,Transit,2020,Space,5880,0.253,1.002020265
HD 106252 b,HD 106252,TIC 397558558,Gaia DR2 3905603054348141440,Radial Velocity,2002,Ground,5877.56,0.128,1.001972348
TOI-251 b,TOI-251,TIC 224225541,Gaia DR2 6539037542941988736,Transit,2021,Space,5875,-0.08,1.001922052
47 UMa b,47 UMa,TIC 21535479,Gaia DR2 777254360337133312,Radial Velocity,1996,Ground,5872,0.198,1.001863084
47 UMa c,47 UMa,TIC 21535479,Gaia DR2 777254360337133312,Radial Velocity,2001,Ground,5872,0.198,1.001863084
47 UMa d,47 UMa,TIC 21535479,Gaia DR2 777254360337133312,Radial Velocity,2009,Ground,5872,0.198,1.001863084
WASP-81 b,WASP-81,TIC 399402994,Gaia DR2 4244243354278985472,Transit,2017,Ground,5870,0.246,1.001823756
HD 45184 b,HD 45184,TIC 49831913,Gaia DR2 2898239468873596800,Radial Velocity,2019,Ground,5869,0.053,1.001804086
HD 45184 c,HD 45184,TIC 49831913,Gaia DR2 2898239468873596800,Radial Velocity,2019,Ground,5869,0.053,1.001804086
HD 183263 b,HD 183263,TIC 134245358,Gaia DR2 4296208099222829568,Radial Velocity,2004,Ground,5867,0.25,1.001764738
HD 183263 c,HD 183263,TIC 134245358,Gaia DR2 4296208099222829568,Radial Velocity,2008,Ground,5867,0.25,1.001764738
K2-73 b,K2-73,TIC 38354061,Gaia DR2 2616071555020488960,Transit,2016,Space,5865,0.076,1.001725376
HD 86226 c,HD 86226,TIC 22221375,Gaia DR2 5660492297395345408,Transit,2020,Space,5863,0.072,1.001686
HD 86226 b,HD 86226,TIC 22221375,Gaia DR2 5660492297395345408,Radial Velocity,2009,Ground,5863,0.072,1.001686
HAT-P-4 b,HAT-P-4,TIC 138294130,Gaia DR2 1291120362349158016,Transit,2007,Ground,5860,0.428,1.001626911
Kepler-4 b,Kepler-4,TIC 350814622,Gaia DR2 2132152916856093952,Transit,2009,Space,5857,0.354,1.001567792
TrES-2 b,TrES-2,TIC 399860444,Gaia DR2 2131314401800665344,Transit,2006,Ground,5850,-0.023,1.001429731
HD 136352 b,HD 136352,TIC 136916387,Gaia DR2 5902750168276592256,Radial Velocity,2019,Ground,5850,0.034,1.001429731
HD 136352 c,HD 136352,TIC 136916387,Gaia DR2 5902750168276592256,Radial Velocity,2019,Ground,5850,0.034,1.001429731
HD 221420 b,HD 221420,TIC 277890728,Gaia DR2 6353376831270492800,Radial Velocity,2019,Ground,5847,0.603,1.001370511
HATS-17 b,HATS-17,TIC 73717937,Gaia DR2 6127982342061605120,Transit,2016,Ground,5846,0.093,1.001350764
HD 96700 b,HD 96700,TIC 23270430,Gaia DR2 5452492082132835840,Radial Velocity,2021,Ground,5845,0.14,1.001331014
HD 96700 c,HD 96700,TIC 23270430,Gaia DR2 5452492082132835840,Radial Velocity,2021,Ground,5845,0.14,1.001331014
HD 96700 d,HD 96700,TIC 23270430,Gaia DR2 5452492082132835840,Radial Velocity,2021,Ground,5845,0.14,1.001331014
HD 125612 c,HD 125612,TIC 347909637,Gaia DR2 6296703260330865536,Radial Velocity,2009,Ground,5841,0.06,1.00125198
HD 125612 d,HD 125612,TIC 347909637,Gaia DR2 6296703260330865536,Radial Velocity,2009,Ground,5841,0.06,1.00125198
HD 34445 b,HD 34445,TIC 284907742,Gaia DR2 3241295308714904960,Radial Velocity,2009,Ground,5836,0.303,1.001153111
HD 34445 c,HD 34445,TIC 284907742,Gaia DR2 3241295308714904960,Radial Velocity,2017,Ground,5836,0.303,1.001153111
HD 34445 d,HD 34445,TIC 284907742,Gaia DR2 3241295308714904960,Radial Velocity,2017,Ground,5836,0.303,1.001153111
HD 34445 e,HD 34445,TIC 284907742,Gaia DR2 3241295308714904960,Radial Velocity,2017,Ground,5836,0.303,1.001153111
HD 34445 f,HD 34445,TIC 284907742,Gaia DR2 3241295308714904960,Radial Velocity,2017,Ground,5836,0.303,1.001153111
HD 34445 g,HD 34445,TIC 284907742,Gaia DR2 3241295308714904960,Radial Velocity,2017,Ground,5836,0.303,1.001153111
HAT-P-65 b,HAT-P-65,TIC 283419843,Gaia DR2 1757302881526250496,Transit,2016,Ground,5835,0.555,1.001133327
HD 6434 b,HD 6434,TIC 180871947,Gaia DR2 4988158666635743616,Radial Velocity,2003,Ground,5835,0.05,1.001133327
HD 13931 b,HD 13931,TIC 292851928,Gaia DR2 351537889154226816,Radial Velocity,2009,Ground,5829,0.196,1.001014552
NGTS-13 b,NGTS-13,TIC 454069765,Gaia DR2 5385076140853434752,Transit,2021,Ground,5819,0.517,1.000816321
Kepler-1972 b,Kepler-1972,TIC 121604440,Gaia DR2 2099783127036908416,Transit,2014,Space,5818,0.294,1.00079648
Kepler-1972 c,Kepler-1972,TIC 121604440,Gaia DR2 2099783127036908416,Transit,2014,Space,5818,0.294,1.00079648
HD 170469 b,HD 170469,TIC 320362897,Gaia DR2 4484013343859055744,Radial Velocity,2007,Ground,5810,0.204,1.000637623
KELT-14 b,KELT-14,TIC 134537478,Gaia DR2 5560886336446650240,Transit,2016,Ground,5802,0.279,1.000478547
Kepler-427 b,Kepler-427,TIC 158668572,Gaia DR2 2103014626070505344,Transit,2014,Space,5800,0.29,1.000438744
Kepler-68 b,Kepler-68,TIC 417676622,Gaia DR2 2129550445852902656,Transit,2013,Space,5793,0.194,1.000299324
Kepler-68 c,Kepler-68,TIC 417676622,Gaia DR2 2129550445852902656,Transit,2013,Space,5793,0.194,1.000299324
Kepler-68 d,Kepler-68,TIC 417676622,Gaia DR2 2129550445852902656,Radial Velocity,2013,Ground,5793,0.194,1.000299324
HD 9446 b,HD 9446,TIC 18277196,Gaia DR2 302956655074266112,Radial Velocity,2009,Ground,5793,0.041,1.000299324
HD 9446 c,HD 9446,TIC 18277196,Gaia DR2 302956655074266112,Radial Velocity,2009,Ground,5793,0.041,1.000299324
HD 187123 b,HD 187123,TIC 58559140,Gaia DR2 2047452661412980736,Radial Velocity,1998,Ground,5790,0.127,1.000239521
HD 187123 c,HD 187123,TIC 58559140,Gaia DR2 2047452661412980736,Radial Velocity,2008,Ground,5790,0.127,1.000239521
HD 183579 b,HD 183579,TIC 320004517,Gaia DR2 6641996571978861440,Transit,2021,Space,5788,0.012,1.000199636
TIC 237913194 b,TIC 237913194,,Gaia DR2 4715813347286590080,Transit,2020,Space,5788,0.078,1.000199636
HD 109271 b,HD 109271,TIC 429301734,Gaia DR2 3578137838413202688,Radial Velocity,2013,Ground,5783,0.301,1.000099861
HD 109271 c,HD 109271,TIC 429301734,Gaia DR2 3578137838413202688,Radial Velocity,2013,Ground,5783,0.301,1.000099861
Kepler-17 b,Kepler-17,TIC 273874849,Gaia DR2 2086449761846310784,Transit,2011,Space,5781,0.012,1.000059927
HD 181720 b,HD 181720,TIC 112243062,Gaia DR2 6745589980571162752,Radial Velocity,2009,Ground,5781,0.288,1.000059927
HATS-23 b,HATS-23,TIC 7088246,Gaia DR2 6657994706683397504,Transit,2017,Ground,5780,0.155,1.000039955
HD 203473 b,HD 203473,TIC 318301685,Gaia DR2 1738397638078725248,Radial Velocity,2018,Ground,5780,0.25,1.000039955
Kepler-9 b,Kepler-9,TIC 120571842,Gaia DR2 2099925719951103872,Transit,2010,Space,5774,-0.038,0.999920049
Kepler-9 c,Kepler-9,TIC 120571842,Gaia DR2 2099925719951103872,Transit,2010,Space,5774,-0.038,0.999920049
HD 160691 b,HD 160691,TIC 362661163,Gaia DR2 5945941905576552064,Radial Velocity,2000,Ground,5771.56,0.278,0.999871252
HD 160691 c,HD 160691,TIC 362661163,Gaia DR2 5945941905576552064,Radial Velocity,2004,Ground,5771.56,0.278,0.999871252
HD 160691 d,HD 160691,TIC 362661163,Gaia DR2 5945941905576552064,Radial Velocity,2004,Ground,5771.56,0.278,0.999871252
HD 160691 e,HD 160691,TIC 362661163,Gaia DR2 5945941905576552064,Radial Velocity,2006,Ground,5771.56,0.278,0.999871252
WASP-173 A b,WASP-173 A,TIC 77031414,Gaia DR2 2323985539482908416,Transit,2018,Ground,5767,0.083,0.999780001
BD+20 594 b,BD+20 594,TIC 26123781,Gaia DR2 58200934326315136,Transit,2016,Space,5766,-0.056,0.999759981
HD 24040 b,HD 24040,TIC 456863621,Gaia DR2 43802039287826432,Radial Velocity,2006,Ground,5761,0.276,0.999659825
HD 132406 b,HD 132406,TIC 309808219,Gaia DR2 1594127865540229888,Radial Velocity,2007,Ground,5759.29,0.26,0.999625552
HD 98649 b,HD 98649,TIC 437258837,Gaia DR2 3538141457982396928,Radial Velocity,2012,Ground,5759,-0.066,0.999619739
HATS-51 b,HATS-51,TIC 53458803,Gaia DR2 5608644895310998272,Transit,2017,Ground,5758,0.31,0.99959969
51 Peg b,51 Peg,TIC 139298196,Gaia DR2 2835207319109249920,Radial Velocity,1995,Ground,5758,0.136,0.99959969
HD 44219 b,HD 44219,TIC 443055162,Gaia DR2 3001428566419966592,Radial Velocity,2010,Ground,5752,0.26,0.999479326
HD 195019 b,HD 195019,TIC 210171104,Gaia DR2 1815418118373631360,Radial Velocity,1998,Ground,5750,0.333,0.999439177
HD 79498 b,HD 79498,TIC 85998162,Gaia DR2 686996756484129664,Radial Velocity,2011,Ground,5748,0.03,0.999399013
Qatar-5 b,Qatar-5,TIC 190998418,Gaia DR2 382111248777193216,Transit,2017,Ground,5747,0.056,0.999378926
16 Cyg B b,16 Cyg B,TIC 27533327,Gaia DR2 2135550755683407232,Radial Velocity,1996,Ground,5747,0.097,0.999378926
HD 6718 b,HD 6718,TIC 408047845,Gaia DR2 2475153682334693120,Radial Velocity,2009,Ground,5746,0.053,0.999358836
Kepler-1704 b,Kepler-1704,TIC 350738167,Gaia DR2 2136191736602006016,Transit,2013,Space,5745,0.452,0.999338742
K2-24 b,K2-24,TIC 68048686,Gaia DR2 6049750234317822208,Transit,2016,Space,5743,0.158,0.999298544
K2-24 c,K2-24,TIC 68048686,Gaia DR2 6049750234317822208,Transit,2016,Space,5743,0.158,0.999298544
HAT-P-42 b,HAT-P-42,TIC 270468559,Gaia DR2 583455604761166848,Transit,2012,Ground,5743,0.356,0.999298544
HATS-16 b,HATS-16,TIC 77044471,Gaia DR2 2327000400367097984,Transit,2016,Ground,5738,0.173,0.999197987
Qatar-8 b,Qatar-8,TIC 103751498,Gaia DR2 1076515002779544960,Transit,2019,Ground,5738,0.228,0.999197987
HD 27631 b,HD 27631,TIC 7652514,Gaia DR2 4840050395924931968,Radial Velocity,2012,Ground,5737,-0.056,0.999177865
TOI-481 b,TOI-481,TIC 339672028,Gaia DR2 5486322710592888064,Transit,2020,Space,5735,0.435,0.999137611
HATS-38 b,HATS-38,TIC 168281028,Gaia DR2 5472386851683941376,Transit,2020,Ground,5732,0.072,0.999077203
K2-111 b,K2-111,TIC 14227229,Gaia DR2 53006669599267328,Transit,2017,Space,5730,0.279,0.999036914
HD 42618 b,HD 42618,TIC 153289168,Gaia DR2 3319126988068404096,Radial Velocity,2016,Ground,5727,-0.009,0.998976453
HD 152079 b,HD 152079,TIC 246835467,Gaia DR2 5939949051801737472,Radial Velocity,2009,Ground,5726,0.107,0.998956293
HD 207832 b,HD 207832,TIC 53895723,Gaia DR2 6812056381881853056,Radial Velocity,2012,Ground,5726,-0.11,0.998956293
HD 189567 b,HD 189567,TIC 352402781,Gaia DR2 6427244702486210816,Radial Velocity,2021,Ground,5726,0.324,0.998956293
HD 189567 c,HD 189567,TIC 352402781,Gaia DR2 6427244702486210816,Radial Velocity,2021,Ground,5726,0.324,0.998956293
Kepler-426 b,Kepler-426,TIC 299220166,Gaia DR2 2132623993168462464,Transit,2014,Space,5725,-0.089,0.998936129
HATS-25 b,HATS-25,TIC 437333618,Gaia DR2 6287125101007614080,Transit,2016,Ground,5715,0.068,0.998734294
EPIC 201595106 b,EPIC 201595106,TIC 397052808,Gaia DR2 3701123406596146048,Transit,2021,Space,5711.17,-0.026,0.998656898
TOI-954 b,TOI-954,TIC 44792534,Gaia DR2 4890874702443960832,Transit,2020,Space,5710,0.535,0.998633245
HD 207832 c,HD 207832,TIC 53895723,Gaia DR2 6812056381881853056,Radial Velocity,2012,Ground,5710,-0.112,0.998633245
HATS-54 b,HATS-54,TIC 363851359,Gaia DR2 6087996849371141248,Transit,2019,Ground,5702,0.212,0.998471381
HATS-32 b,HATS-32,TIC 204317710,Gaia DR2 2398227794405981568,Transit,2016,Ground,5700,0.057,0.99843088
Kepler-69 b,Kepler-69,TIC 275573429,Gaia DR2 2126436800722944000,Transit,2013,Space,5700,-0.021,0.99843088
Kepler-69 c,Kepler-69,TIC 275573429,Gaia DR2 2126436800722944000,Transit,2013,Space,5700,-0.021,0.99843088
TOI-2180 b,TOI-2180,TIC 298663873,Gaia DR2 2151078741786155008,Transit,2022,Space,5695,0.406,0.998329564
HATS-60 b,HATS-60,TIC 145750719,Gaia DR2 2596986648798061952,Transit,2018,Ground,5688,0.3,0.998187572
HD 4113 b,HD 4113,TIC 118586897,Gaia DR2 5000774703569900800,Radial Velocity,2007,Ground,5688,0.086,0.998187572
HD 72892 b,HD 72892,TIC 405344271,Gaia DR2 5722585739105853184,Radial Velocity,2016,Ground,5688,0.146,0.998187572
HD 4308 b,HD 4308,TIC 234501204,Gaia DR2 4708607629114652032,Radial Velocity,2005,Ground,5685,-0.004,0.998126665
HD 179079 b,HD 179079,TIC 48917782,Gaia DR2 4261265619668314624,Radial Velocity,2008,Ground,5684,0.382,0.998106356
HAT-P-28 b,HAT-P-28,TIC 53728859,Gaia DR2 363702817083391232,Transit,2011,Ground,5680,0.053,0.998025082
HAT-P-59 b,HAT-P-59,TIC 229400092,Gaia DR2 2241743203599727744,Transit,2021,Ground,5678,0.054,0.997984424
HIP 67522 b,HIP 67522,TIC 166527623,Gaia DR2 6113920619134019456,Transit,2020,Space,5675,0.243,0.997923409
HATS-59 b,HATS-59,TIC 437261733,Gaia DR2 3538256769264276480,Transit,2018,Ground,5670,-0.004,0.997821647
HATS-29 b,HATS-29,TIC 201604954,Gaia DR2 6638230431120193280,Transit,2016,Ground,5670,0.029,0.997821647
HATS-59 c,HATS-59,TIC 437261733,Gaia DR2 3538256769264276480,Radial Velocity,2018,Ground,5670,-0.004,0.997821647
HD 102117 b,HD 102117,TIC 267519701,Gaia DR2 5341673851394297600,Radial Velocity,2005,Ground,5667.88,0.157,0.997778473
HD 65216 b,HD 65216,TIC 382625142,Gaia DR2 5287961677550103424,Radial Velocity,2003,Ground,5666,-0.149,0.997740173
HD 136352 d,HD 136352,TIC 136916387,Gaia DR2 5902750168276592256,Radial Velocity,2019,Ground,5664,0.016,0.997699414
HD 28254 b,HD 28254,TIC 219256496,Gaia DR2 4781553628548774656,Radial Velocity,2010,Ground,5664,0.34,0.997699414
HD 108236 b,HD 108236,TIC 260647166,Gaia DR2 6125644402384918784,Transit,2020,Space,5660,-0.15,0.997617853
HD 108236 c,HD 108236,TIC 260647166,Gaia DR2 6125644402384918784,Transit,2020,Space,5660,-0.15,0.997617853
HD 108236 d,HD 108236,TIC 260647166,Gaia DR2 6125644402384918784,Transit,2020,Space,5660,-0.15,0.997617853
HD 108236 f,HD 108236,TIC 260647166,Gaia DR2 6125644402384918784,Transit,2021,Space,5660,-0.15,0.997617853
HATS-33 b,HATS-33,TIC 360742636,Gaia DR2 6640975950310072960,Transit,2016,Ground,5659,-0.018,0.997597454
Kepler-93 b,Kepler-93,TIC 137151335,Gaia DR2 2052747119115620352,Transit,2014,Space,5655,-0.106,0.997515821
HD 154672 b,HD 154672,TIC 380086262,Gaia DR2 5917231492323978880,Radial Velocity,2008,Ground,5655,0.281,0.997515821
HD 12661 b,HD 12661,TIC 118268680,Gaia DR2 105332908999068032,Radial Velocity,2000,Ground,5655,0.133,0.997515821
HD 12661 c,HD 12661,TIC 118268680,Gaia DR2 105332908999068032,Radial Velocity,2002,Ground,5655,0.133,0.997515821
K2-140 b,K2-140,TIC 380255458,Gaia DR2 3579426053724051584,Transit,2017,Space,5654,-0.049,0.997495404
HAT-P-13 b,HAT-P-13,TIC 20096620,Gaia DR2 1014520826353577088,Transit,2009,Ground,5653,0.346,0.997474983
HAT-P-13 c,HAT-P-13,TIC 20096620,Gaia DR2 1014520826353577088,Radial Velocity,2009,Ground,5653,0.346,0.997474983
HD 211810 b,HD 211810,TIC 336634601,Gaia DR2 2201556328489610752,Radial Velocity,2018,Ground,5652,0.07,0.997454559
TrES-3 b,TrES-3,TIC 116264089,Gaia DR2 4609131509318715136,Transit,2007,Ground,5650,-0.228,0.997413699
HD 48265 b,HD 48265,TIC 255781806,Gaia DR2 5551551998119947648,Radial Velocity,2008,Ground,5650,0.584,0.997413699
Kepler-6 b,Kepler-6,TIC 27916356,Gaia DR2 2086636884980514304,Transit,2009,Space,5647,0.299,0.997352382
TOI-172 b,TOI-172,TIC 29857954,Gaia DR2 6801474136516893184,Transit,2019,Space,5645,0.461,0.997311486
HAT-P-43 b,HAT-P-43,TIC 468987719,Gaia DR2 601321985813952000,Transit,2012,Ground,5645,0.045,0.997311486
HATS-53 b,HATS-53,TIC 157266693,Gaia DR2 3465357945752055040,Transit,2017,Ground,5644,0.045,0.997291033
TOI-564 b,TOI-564,TIC 1003831,Gaia DR2 5710154317045164416,Transit,2020,Space,5640,0.033,0.997209183
HD 63433 b,HD 63433,TIC 130181866,Gaia DR2 875071278432954240,Transit,2020,Space,5640,-0.123,0.997209183
HD 63433 c,HD 63433,TIC 130181866,Gaia DR2 875071278432954240,Transit,2020,Space,5640,-0.123,0.997209183
HD 106270 b,HD 106270,TIC 176910071,Gaia DR2 3581292685166588672,Radial Velocity,2011,Ground,5638,0.756,0.997168236
Kepler-47 b,Kepler-47,TIC 271548206,Gaia DR2 2080506523540902912,Transit,2012,Space,5636,-0.076,0.997127275
Kepler-47 c,Kepler-47,TIC 271548206,Gaia DR2 2080506523540902912,Transit,2012,Space,5636,-0.076,0.997127275
HAT-P-62 b,HAT-P-62,TIC 453064665,Gaia DR2 255397142179844224,Transit,2021,Ground,5629,0.091,0.996983796
PH2 b,PH2,TIC 416279912,Gaia DR2 2139300262131379584,Transit,2013,Space,5629,-0.102,0.996983796
HATS-63 b,HATS-63,TIC 178879588,Gaia DR2 4891362198412001408,Transit,2018,Ground,5627,0.012,0.996942769
K2-113 b,K2-113,TIC 376939759,Gaia DR2 2564787622577189760,Transit,2017,Space,5627,0.009,0.996942769
rho CrB b,rho CrB,TIC 458494003,Gaia DR2 1323427759184545536,Radial Velocity,1997,Ground,5627,0.232,0.996942769
rho CrB c,rho CrB,TIC 458494003,Gaia DR2 1323427759184545536,Radial Velocity,2016,Ground,5627,0.232,0.996942769
HD 65216 c,HD 65216,TIC 382625142,Gaia DR2 5287961677550103424,Radial Velocity,2013,Ground,5623.44,-0.15,0.996869705
HD 221585 b,HD 221585,TIC 270730826,Gaia DR2 2016655237613545728,Radial Velocity,2016,Ground,5620,0.422,0.996799061
WASP-77 A b,WASP-77 A,TIC 1129033,Gaia DR2 5178405479960844160,Transit,2012,Ground,5617,-0.129,0.996737416
WASP-19 b,WASP-19,TIC 35516889,Gaia DR2 5411736896952029568,Transit,2009,Ground,5616,-0.043,0.996716861
HD 168746 b,HD 168746,TIC 18097734,Gaia DR2 4153637759337630720,Radial Velocity,2002,Ground,5610,0.041,0.996593452
Kepler-35 b,Kepler-35,TIC 271040768,Gaia DR2 2128155371757730816,Transit,2011,Space,5606,-0.027,0.996511106
K2-190 b,K2-190,TIC 392469577,Gaia DR2 3607243530404017280,Transit,2018,Space,5605.6,-0.068,0.996502868
HD 154857 b,HD 154857,TIC 173552927,Gaia DR2 5917212800626605824,Radial Velocity,2004,Ground,5604.56,0.663,0.996481447
TOI-1296 b,TOI-1296,TIC 219854185,Gaia DR2 1650851223740149504,Transit,2021,Space,5603,0.39,0.996449308
HATS-18 b,HATS-18,TIC 14614418,Gaia DR2 3483636295772522880,Transit,2016,Ground,5600,-0.032,0.996387476
WASP-170 b,WASP-170,TIC 118956453,Gaia DR2 5656184406542140032,Transit,2018,Ground,5600,-0.114,0.996387476
HD 10697 b,HD 10697,TIC 456905162,Gaia DR2 95652018353917056,Radial Velocity,1999,Ground,5600,0.477,0.996387476
HD 90156 b,HD 90156,TIC 193032655,Gaia DR2 5461620846141553024,Radial Velocity,2009,Ground,5599,-0.143,0.996366859
Kepler-1654 b,Kepler-1654,TIC 123417316,Gaia DR2 2105415302330571008,Transit,2018,Space,5597,0.09,0.996325612
TOI-1478 b,TOI-1478,TIC 409794137,Gaia DR2 5723638723350902400,Transit,2021,Space,5597,-0.013,0.996325612
HD 190360 b,HD 190360,TIC 105999792,Gaia DR2 2029433521248546304,Radial Velocity,2003,Ground,5590,0.053,0.996181133
HAT-P-21 b,HAT-P-21,TIC 17993892,Gaia DR2 770622651659107712,Transit,2010,Ground,5588,0.025,0.99613982
HATS-57 b,HATS-57,TIC 178289267,Gaia DR2 5094406193214399616,Transit,2019,Ground,5587,-0.094,0.996119157
HAT-P-61 b,HAT-P-61,TIC 259506033,Gaia DR2 256580182331399296,Transit,2021,Ground,5587,-0.115,0.996119157
HD 126614 b,HD 126614,TIC 287973473,Gaia DR2 3641697998570813952,Radial Velocity,2009,Ground,5585,0.083,0.996077822
